0.104651,0.058140,0.058140,0.023256,0.023256,0.046512,0.011628,0.023256,0.034884,0.104651,0.034884,0.034884,0.034884,0.023256,0.081395,0.046512,0.034884,0.046512,0.011628,0.011628
0.087912,0.043956,0.054945,0.032967,0.010989,0.065934,0.010989,0.043956,0.032967,0.054945,0.000000,0.010989,0.065934,0.043956,0.087912,0.087912,0.021978,0.054945,0.010989,0.032967
0.062992,0.007874,0.062992,0.047244,0.062992,0.094488,0.031496,0.039370,0.102362,0.070866,0.015748,0.047244,0.062992,0.023622,0.015748,0.015748,0.015748,0.055118,0.023622,0.031496
0.055556,0.000000,0.033333,0.033333,0.000000,0.033333,0.000000,0.033333,0.055556,0.088889,0.011111,0.044444,0.055556,0.044444,0.000000,0.100000,0.100000,0.088889,0.011111,0.044444
0.045714,0.011429,0.074286,0.074286,0.017143,0.057143,0.017143,0.068571,0.068571,0.102857,0.028571,0.022857,0.040000,0.022857,0.068571,0.057143,0.040000,0.045714,0.017143,0.034286
0.074766,0.014019,0.079439,0.056075,0.032710,0.032710,0.056075,0.023364,0.065421,0.107477,0.023364,0.056075,0.042056,0.046729,0.037383,0.084112,0.023364,0.032710,0.004673,0.037383
0.075829,0.023697,0.094787,0.071090,0.033175,0.037915,0.056872,0.023697,0.071090,0.109005,0.023697,0.052133,0.018957,0.061611,0.042654,0.028436,0.028436,0.037915,0.004739,0.033175
0.047619,0.013605,0.040816,0.068027,0.034014,0.013605,0.040816,0.020408,0.061224,0.088435,0.047619,0.054422,0.034014,0.040816,0.047619,0.088435,0.054422,0.020408,0.013605,0.068027
0.058824,0.010695,0.048128,0.090909,0.026738,0.048128,0.064171,0.026738,0.058824,0.090909,0.010695,0.053476,0.053476,0.037433,0.042781,0.069519,0.048128,0.042781,0.000000,0.037433
0.037363,0.019780,0.030769,0.065934,0.052747,0.068132,0.010989,0.085714,0.057143,0.092308,0.010989,0.030769,0.026374,0.043956,0.032967,0.092308,0.059341,0.081319,0.028571,0.039560
0.069212,0.001193,0.075179,0.072792,0.029833,0.069212,0.017900,0.083532,0.071599,0.079952,0.034606,0.032220,0.028640,0.027446,0.069212,0.060859,0.057279,0.075179,0.000000,0.026253
