0.104972,0.000000,0.056630,0.104972,0.035912,0.042818,0.012431,0.042818,0.121547,0.077348,0.046961,0.030387,0.030387,0.055249,0.031768,0.034530,0.046961,0.070442,0.008287,0.026243
0.126761,0.007042,0.054577,0.072183,0.031690,0.070423,0.010563,0.033451,0.035211,0.110915,0.026408,0.021127,0.068662,0.026408,0.086268,0.052817,0.033451,0.084507,0.003521,0.019366
0.076923,0.007692,0.048718,0.058974,0.033333,0.066667,0.020513,0.074359,0.066667,0.092308,0.025641,0.043590,0.056410,0.025641,0.038462,0.066667,0.038462,0.074359,0.010256,0.038462
0.067935,0.024457,0.057065,0.048913,0.038043,0.081522,0.038043,0.073370,0.057065,0.054348,0.027174,0.027174,0.048913,0.035326,0.035326,0.089674,0.073370,0.043478,0.013587,0.027174
0.081425,0.015267,0.058524,0.063613,0.038168,0.076336,0.030534,0.068702,0.048346,0.063613,0.043257,0.027990,0.050891,0.025445,0.043257,0.068702,0.050891,0.058524,0.010178,0.040712
0.093048,0.026738,0.053476,0.048128,0.024599,0.065241,0.032086,0.041711,0.025668,0.117647,0.019251,0.022460,0.071658,0.047059,0.091979,0.060963,0.054545,0.045989,0.016043,0.026738
0.034483,0.034483,0.034483,0.000000,0.000000,0.034483,0.034483,0.000000,0.000000,0.068966,0.000000,0.034483,0.034483,0.000000,0.034483,0.137931,0.000000,0.000000,0.034483,0.000000
0.106275,0.023279,0.043522,0.062753,0.034413,0.086032,0.020243,0.048583,0.030364,0.087045,0.025304,0.037449,0.066802,0.035425,0.082996,0.044534,0.047571,0.057692,0.024291,0.021255
0.115658,0.007117,0.044484,0.085409,0.028470,0.072954,0.005338,0.037367,0.037367,0.103203,0.028470,0.026690,0.067616,0.030249,0.087189,0.060498,0.035587,0.076512,0.003559,0.021352
0.076329,0.017391,0.059903,0.070531,0.038647,0.076329,0.019324,0.035749,0.057971,0.065700,0.025121,0.065700,0.038647,0.035749,0.043478,0.079227,0.055072,0.082126,0.013527,0.029952
0.067183,0.010336,0.051680,0.077519,0.033592,0.062016,0.023256,0.067183,0.041344,0.077519,0.043928,0.033592,0.054264,0.033592,0.043928,0.074935,0.056848,0.064599,0.010336,0.036176
0.072351,0.015504,0.041344,0.074935,0.033592,0.074935,0.025840,0.074935,0.038760,0.072351,0.043928,0.036176,0.049096,0.033592,0.038760,0.072351,0.056848,0.059432,0.010336,0.038760
0.090000,0.005000,0.040000,0.060000,0.020000,0.060000,0.050000,0.045000,0.025000,0.110000,0.030000,0.025000,0.065000,0.030000,0.090000,0.040000,0.065000,0.040000,0.000000,0.040000
0.120285,0.021407,0.039755,0.054027,0.028542,0.089704,0.022426,0.026504,0.028542,0.096840,0.024465,0.034659,0.073394,0.038736,0.080530,0.050968,0.045872,0.067278,0.021407,0.020387
0.099609,0.017578,0.053711,0.055664,0.033203,0.071289,0.021484,0.041992,0.061523,0.066406,0.024414,0.069336,0.029297,0.037109,0.037109,0.075195,0.060547,0.084961,0.013672,0.032227
0.057377,0.040984,0.032787,0.049180,0.032787,0.065574,0.049180,0.081967,0.049180,0.040984,0.040984,0.024590,0.040984,0.024590,0.049180,0.098361,0.065574,0.024590,0.008197,0.008197
0.065217,0.003623,0.054348,0.054348,0.032609,0.057971,0.032609,0.032609,0.057971,0.094203,0.039855,0.036232,0.057971,0.021739,0.050725,0.083333,0.065217,0.065217,0.014493,0.028986
0.076503,0.016393,0.057377,0.068306,0.035519,0.065574,0.019126,0.071038,0.051913,0.071038,0.043716,0.027322,0.046448,0.032787,0.049180,0.065574,0.065574,0.051913,0.010929,0.035519
0.076577,0.009009,0.054054,0.065315,0.029279,0.072072,0.027027,0.076577,0.036036,0.074324,0.049550,0.024775,0.040541,0.029279,0.049550,0.060811,0.074324,0.060811,0.009009,0.047297
0.079137,0.007194,0.057554,0.071942,0.057554,0.014388,0.028777,0.050360,0.035971,0.057554,0.043165,0.035971,0.021583,0.086331,0.057554,0.028777,0.021583,0.043165,0.028777,0.064748
0.067797,0.009685,0.048426,0.082324,0.031477,0.065375,0.019370,0.062954,0.053269,0.060533,0.031477,0.043584,0.053269,0.041162,0.060533,0.065375,0.053269,0.082324,0.007264,0.024213
0.105010,0.017341,0.051060,0.053950,0.035645,0.070328,0.021195,0.042389,0.068401,0.074181,0.020231,0.068401,0.032755,0.044316,0.030829,0.071291,0.054913,0.078035,0.011561,0.033719
0.102539,0.017578,0.049805,0.056641,0.033203,0.071289,0.022461,0.047852,0.057617,0.068359,0.024414,0.070312,0.032227,0.041016,0.036133,0.067383,0.064453,0.076172,0.012695,0.033203
0.106383,0.016441,0.055126,0.052224,0.035783,0.070600,0.019342,0.035783,0.074468,0.073501,0.023211,0.070600,0.030948,0.030948,0.030948,0.077369,0.050290,0.088008,0.010638,0.032882
0.121317,0.006932,0.050260,0.074523,0.034662,0.076256,0.013865,0.032929,0.034662,0.102253,0.025997,0.020797,0.071057,0.022530,0.084922,0.062392,0.036395,0.081456,0.003466,0.017331
0.058485,0.020134,0.056568,0.064238,0.040268,0.053691,0.024928,0.059444,0.064238,0.082454,0.018217,0.083413,0.040268,0.029722,0.046021,0.072867,0.054650,0.063279,0.012464,0.040268
0.031073,0.028249,0.045198,0.048023,0.048023,0.042373,0.028249,0.093220,0.050847,0.087571,0.050847,0.039548,0.042373,0.042373,0.025424,0.064972,0.084746,0.039548,0.016949,0.048023
0.066327,0.012755,0.056122,0.076531,0.038265,0.071429,0.022959,0.061224,0.053571,0.068878,0.038265,0.025510,0.053571,0.022959,0.045918,0.068878,0.056122,0.079082,0.010204,0.033163
0.082840,0.017751,0.053254,0.047337,0.026627,0.059172,0.038462,0.062130,0.041420,0.071006,0.032544,0.029586,0.065089,0.038462,0.047337,0.071006,0.082840,0.047337,0.017751,0.023669
0.116232,0.008016,0.050100,0.076152,0.032064,0.058116,0.020040,0.048096,0.050100,0.090180,0.006012,0.038076,0.048096,0.034068,0.056112,0.062124,0.046092,0.090180,0.012024,0.028056
0.096190,0.017143,0.051429,0.059048,0.039048,0.073333,0.014286,0.049524,0.062857,0.057143,0.019048,0.068571,0.037143,0.038095,0.034286,0.081905,0.057143,0.072381,0.015238,0.041905
0.100094,0.015903,0.055192,0.057998,0.034612,0.066417,0.008419,0.042095,0.067353,0.062675,0.026193,0.074836,0.046773,0.037418,0.040225,0.051450,0.063611,0.080449,0.013096,0.041160
0.138756,0.004785,0.062201,0.057416,0.023923,0.114833,0.028708,0.023923,0.000000,0.086124,0.009569,0.009569,0.033493,0.014354,0.114833,0.038278,0.038278,0.076555,0.033493,0.019139
0.091965,0.015489,0.056147,0.050339,0.037754,0.075508,0.015489,0.044530,0.067764,0.079380,0.025169,0.078412,0.042594,0.038722,0.032914,0.062924,0.051307,0.071636,0.009681,0.037754
0.101630,0.016299,0.049856,0.064238,0.032598,0.064238,0.014382,0.047939,0.059444,0.065197,0.021093,0.067114,0.044104,0.029722,0.040268,0.080537,0.057526,0.076702,0.015340,0.037392
0.078880,0.010178,0.055980,0.071247,0.030534,0.076336,0.022901,0.068702,0.050891,0.068702,0.043257,0.025445,0.050891,0.025445,0.048346,0.063613,0.053435,0.068702,0.010178,0.038168
0.076336,0.010178,0.055980,0.068702,0.035623,0.076336,0.022901,0.061069,0.045802,0.071247,0.040712,0.030534,0.048346,0.033079,0.045802,0.068702,0.043257,0.081425,0.010178,0.035623
0.098696,0.015829,0.058659,0.060521,0.035382,0.078212,0.023277,0.037244,0.053073,0.075419,0.021415,0.063315,0.032588,0.039106,0.035382,0.079143,0.058659,0.078212,0.011173,0.030726
0.105871,0.015399,0.055823,0.052936,0.039461,0.073147,0.019249,0.042348,0.068335,0.071222,0.019249,0.063523,0.029836,0.038499,0.031761,0.076997,0.058710,0.083734,0.009625,0.029836
0.075758,0.015152,0.030303,0.106061,0.015152,0.000000,0.045455,0.030303,0.060606,0.090909,0.015152,0.015152,0.015152,0.015152,0.045455,0.106061,0.015152,0.030303,0.015152,0.030303
0.095472,0.016732,0.056102,0.059055,0.032480,0.072835,0.020669,0.053150,0.034449,0.071850,0.023622,0.056102,0.045276,0.042323,0.064961,0.067913,0.066929,0.061024,0.012795,0.031496
0.082852,0.018304,0.055877,0.075145,0.031792,0.071291,0.018304,0.038536,0.056840,0.061657,0.029865,0.064547,0.043353,0.034682,0.041426,0.079961,0.049133,0.085742,0.012524,0.033719
0.019608,0.009804,0.029412,0.049020,0.049020,0.039216,0.009804,0.078431,0.029412,0.098039,0.019608,0.039216,0.029412,0.049020,0.058824,0.107843,0.049020,0.049020,0.000000,0.039216
