0.004155,0.012465,0.005540,0.006925,0.012465,0.022161,0.012465,0.015235,0.005540,0.026316,0.001385,0.006925,0.006925,0.015235,0.002770,0.009695,0.016620,0.018006,0.023546,0.018006,0.034626,0.103878,0.033241,0.045706,0.016620,0.030471,0.015235,0.011080,0.015235,0.042936,0.019391,0.015235,0.005540,0.019391,0.004155,0.002770,0.016620,0.049861,0.011080,0.008310,0.004155,0.011080,0.000000,0.004155,0.000000,0.015235,0.005540,0.004155,0.002770,0.012465,0.006925,0.006925,0.012465,0.040166,0.016620,0.024931,0.005540,0.018006,0.002770,0.002770,0.006925,0.020776,0.001385,0.009695
0.001767,0.007067,0.001767,0.007067,0.008834,0.047703,0.003534,0.010601,0.003534,0.015901,0.005300,0.000000,0.001767,0.014134,0.000000,0.003534,0.010601,0.038869,0.017668,0.007067,0.045936,0.185512,0.042403,0.063604,0.010601,0.022968,0.008834,0.015901,0.014134,0.053004,0.015901,0.010601,0.001767,0.008834,0.003534,0.001767,0.005300,0.051237,0.003534,0.007067,0.000000,0.017668,0.005300,0.000000,0.003534,0.010601,0.005300,0.000000,0.003534,0.015901,0.001767,0.003534,0.014134,0.053004,0.007067,0.012367,0.001767,0.012367,0.003534,0.003534,0.005300,0.008834,0.000000,0.005300
0.002577,0.015464,0.000000,0.005155,0.000000,0.041237,0.002577,0.005155,0.002577,0.012887,0.000000,0.005155,0.005155,0.018041,0.005155,0.002577,0.010309,0.020619,0.015464,0.012887,0.041237,0.139175,0.036082,0.074742,0.005155,0.028351,0.005155,0.012887,0.018041,0.056701,0.015464,0.028351,0.005155,0.007732,0.002577,0.005155,0.007732,0.036082,0.002577,0.010309,0.002577,0.005155,0.000000,0.000000,0.000000,0.012887,0.005155,0.005155,0.005155,0.005155,0.002577,0.007732,0.010309,0.074742,0.010309,0.025773,0.010309,0.010309,0.002577,0.005155,0.000000,0.033505,0.002577,0.002577
0.002732,0.005464,0.002732,0.008197,0.005464,0.027322,0.010929,0.010929,0.002732,0.013661,0.000000,0.002732,0.002732,0.021858,0.002732,0.010929,0.010929,0.035519,0.010929,0.016393,0.040984,0.114754,0.021858,0.051913,0.010929,0.024590,0.005464,0.010929,0.008197,0.062842,0.010929,0.032787,0.002732,0.010929,0.002732,0.008197,0.010929,0.019126,0.005464,0.013661,0.000000,0.005464,0.002732,0.000000,0.000000,0.016393,0.005464,0.002732,0.002732,0.002732,0.002732,0.005464,0.016393,0.071038,0.013661,0.038251,0.010929,0.005464,0.000000,0.010929,0.002732,0.035519,0.008197,0.024590
0.002558,0.005115,0.005115,0.007673,0.010230,0.033248,0.005115,0.007673,0.005115,0.015345,0.000000,0.005115,0.000000,0.010230,0.002558,0.007673,0.012788,0.028133,0.012788,0.005115,0.033248,0.143223,0.035806,0.058824,0.017903,0.020460,0.010230,0.007673,0.012788,0.058824,0.007673,0.038363,0.002558,0.020460,0.002558,0.002558,0.007673,0.025575,0.007673,0.020460,0.002558,0.012788,0.002558,0.000000,0.000000,0.007673,0.005115,0.002558,0.002558,0.002558,0.005115,0.005115,0.007673,0.069054,0.007673,0.030691,0.002558,0.012788,0.005115,0.002558,0.002558,0.038363,0.007673,0.010230
0.001072,0.015005,0.003215,0.001072,0.013934,0.034298,0.016077,0.021436,0.004287,0.007503,0.001072,0.003215,0.003215,0.019293,0.001072,0.004287,0.012862,0.035370,0.008574,0.015005,0.034298,0.137192,0.030011,0.065380,0.012862,0.037513,0.004287,0.010718,0.023580,0.054662,0.009646,0.030011,0.003215,0.010718,0.001072,0.004287,0.010718,0.031083,0.007503,0.005359,0.000000,0.005359,0.000000,0.000000,0.005359,0.011790,0.000000,0.004287,0.003215,0.024652,0.003215,0.007503,0.012862,0.064309,0.011790,0.025723,0.002144,0.004287,0.000000,0.007503,0.006431,0.028939,0.003215,0.005359
0.000000,0.000000,0.000000,0.000000,0.000000,0.037037,0.000000,0.037037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037037,0.000000,0.000000,0.037037,0.037037,0.000000,0.037037,0.000000,0.000000,0.000000,0.000000,0.000000,0.037037,0.000000,0.037037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037037,0.000000,0.000000,0.000000,0.037037,0.000000,0.000000,0.000000,0.037037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037037,0.000000,0.000000,0.000000
0.002028,0.014199,0.005071,0.002028,0.004057,0.043611,0.008114,0.019270,0.000000,0.011156,0.001014,0.003043,0.002028,0.012170,0.001014,0.005071,0.014199,0.030426,0.006085,0.013185,0.034483,0.172414,0.038540,0.064909,0.008114,0.042596,0.005071,0.008114,0.030426,0.057809,0.015213,0.018256,0.000000,0.006085,0.003043,0.000000,0.010142,0.038540,0.008114,0.016227,0.000000,0.007099,0.000000,0.001014,0.002028,0.009128,0.002028,0.002028,0.007099,0.024341,0.001014,0.005071,0.015213,0.054767,0.009128,0.021298,0.001014,0.013185,0.002028,0.003043,0.003043,0.021298,0.001014,0.003043
0.001786,0.007143,0.000000,0.007143,0.007143,0.044643,0.005357,0.010714,0.003571,0.017857,0.001786,0.000000,0.003571,0.012500,0.000000,0.007143,0.010714,0.035714,0.017857,0.010714,0.037500,0.146429,0.044643,0.067857,0.008929,0.032143,0.010714,0.012500,0.010714,0.062500,0.016071,0.016071,0.000000,0.010714,0.003571,0.000000,0.007143,0.051786,0.007143,0.008929,0.000000,0.014286,0.005357,0.001786,0.003571,0.008929,0.005357,0.000000,0.003571,0.014286,0.001786,0.005357,0.023214,0.053571,0.005357,0.017857,0.001786,0.012500,0.003571,0.003571,0.007143,0.016071,0.000000,0.003571
0.000000,0.008712,0.004840,0.002904,0.007744,0.025169,0.004840,0.015489,0.000000,0.010649,0.000968,0.004840,0.003872,0.021297,0.004840,0.004840,0.007744,0.019361,0.005808,0.015489,0.019361,0.105518,0.040658,0.058083,0.012585,0.029042,0.009681,0.017425,0.018393,0.059051,0.013553,0.037754,0.002904,0.004840,0.001936,0.004840,0.006776,0.030010,0.008712,0.018393,0.000968,0.012585,0.000968,0.002904,0.005808,0.019361,0.000968,0.007744,0.005808,0.020329,0.003872,0.011617,0.014521,0.062924,0.014521,0.035818,0.000968,0.012585,0.005808,0.008712,0.013553,0.028074,0.008712,0.017425
0.002597,0.002597,0.000000,0.005195,0.005195,0.025974,0.005195,0.020779,0.005195,0.012987,0.000000,0.005195,0.000000,0.007792,0.002597,0.007792,0.005195,0.025974,0.015584,0.005195,0.025974,0.122078,0.033766,0.067532,0.015584,0.023377,0.012987,0.007792,0.012987,0.070130,0.012987,0.033766,0.002597,0.020779,0.002597,0.002597,0.010390,0.023377,0.005195,0.020779,0.002597,0.010390,0.002597,0.002597,0.000000,0.012987,0.005195,0.002597,0.000000,0.007792,0.005195,0.005195,0.010390,0.077922,0.015584,0.020779,0.005195,0.012987,0.002597,0.005195,0.005195,0.033766,0.005195,0.020779
0.002597,0.005195,0.000000,0.005195,0.002597,0.033766,0.000000,0.015584,0.005195,0.010390,0.000000,0.007792,0.000000,0.005195,0.002597,0.007792,0.005195,0.023377,0.015584,0.005195,0.031169,0.129870,0.036364,0.067532,0.018182,0.020779,0.010390,0.010390,0.010390,0.075325,0.010390,0.033766,0.002597,0.020779,0.002597,0.002597,0.007792,0.020779,0.005195,0.018182,0.002597,0.007792,0.000000,0.000000,0.000000,0.015584,0.002597,0.007792,0.002597,0.002597,0.005195,0.002597,0.007792,0.083117,0.015584,0.028571,0.002597,0.012987,0.000000,0.007792,0.002597,0.038961,0.007792,0.015584
0.020202,0.015152,0.005051,0.005051,0.000000,0.045455,0.005051,0.020202,0.010101,0.020202,0.000000,0.000000,0.005051,0.005051,0.000000,0.005051,0.025253,0.035354,0.015152,0.005051,0.055556,0.116162,0.015152,0.050505,0.005051,0.015152,0.005051,0.015152,0.010101,0.050505,0.015152,0.030303,0.000000,0.015152,0.005051,0.000000,0.015152,0.020202,0.005051,0.010101,0.000000,0.005051,0.005051,0.000000,0.000000,0.015152,0.005051,0.000000,0.000000,0.005051,0.005051,0.005051,0.015152,0.055556,0.015152,0.025253,0.005051,0.010101,0.000000,0.005051,0.000000,0.035354,0.000000,0.015152
0.003064,0.009193,0.003064,0.003064,0.009193,0.045965,0.006129,0.013279,0.002043,0.009193,0.000000,0.002043,0.002043,0.017365,0.004086,0.002043,0.010215,0.036772,0.009193,0.015322,0.041879,0.175689,0.029622,0.076609,0.006129,0.033708,0.003064,0.010215,0.022472,0.062308,0.013279,0.022472,0.002043,0.007150,0.000000,0.000000,0.007150,0.033708,0.008172,0.013279,0.000000,0.005107,0.001021,0.001021,0.002043,0.009193,0.001021,0.003064,0.003064,0.021450,0.001021,0.007150,0.013279,0.069459,0.009193,0.016343,0.001021,0.014300,0.003064,0.002043,0.006129,0.019408,0.002043,0.001021
