-3.320646008943652916e-01,-7.549881569933646341e-01,-2.957168145338737730e-01,5.188456527543147678e-02,-1.378473551635733374e+00,-3.838279854732358776e-01,-5.125279143900801637e-01,-2.448756005655322032e-01,-4.136909097150901493e-01,-1.336657417546441629e+00
-6.409404177642766820e-01,-1.720671879152712025e-01,-1.994372204563686635e-01,-1.167437821717681734e-01,-2.235190297514882740e+00,1.370155129248871395e+00,1.462763397499125873e+00,-9.595144750348989782e-02,-3.692903707594492602e-01,-1.871746142600471785e+00
-3.691570095388784223e-01,-5.420300012631465991e-01,-6.303647070112032846e-01,-2.580703533938731864e-01,1.793614181610984515e+00,-2.422813989117151012e-01,-7.040820952655715281e-01,-5.738265802469461052e-01,1.134849843400023595e+00,1.806467363800537962e-01
-7.641603068565445689e-01,4.047226312361642542e+00,1.250389907105298355e-02,-6.310790507018698703e-02,1.053266478246574600e+00,8.301004700589012519e-02,1.501315063169813335e+00,2.097685276223720720e-03,-2.715497443253829246e-01,-7.175034283467307539e-01
-7.171829130733194946e-01,-6.709333826826610059e-01,-4.154723843111178816e-01,4.370492347328586713e-01,4.454229792043969405e-01,-9.696994104894455235e-01,-8.169993408876528029e-01,-2.434808238831760174e-01,3.662516329339365218e+00,-9.114805066493977259e-01
1.585790340818763688e+00,9.051344470592705971e-01,5.581937305650942482e-01,1.866716009780492902e+00,5.432232303563746534e-01,-4.189815744676589904e-01,6.238652163925446636e-01,-5.857691792439514433e-01,-8.575669172372937243e-01,8.845173879255509020e-01
1.769425074229227901e+00,8.886236130734844751e-01,3.924963100429715301e-01,1.546970561069868966e+00,4.392894413008741061e-01,-4.531866392101220331e-01,1.500940345947655130e+00,-5.647102145139194507e-01,-8.616987043730996998e-01,1.425526857334105557e+00
1.138992765153284736e+00,2.863215968852355076e+00,1.622616161862023620e+00,-2.191185474670702960e-01,7.018895875178560173e-02,-3.553792409150607345e-01,2.643311058484875797e+00,1.322310715995733466e+00,-6.936492554093358631e-01,1.231642835917167611e+00
-8.337815403706810846e-01,-5.300345842280936859e-01,1.426054756711922167e+00,-4.744607196211159117e-01,4.986858309343431550e-01,-4.538186007669494093e-01,-6.592707573472025295e-01,-4.829262657832064654e-01,-8.011957274647765193e-01,1.269505356298265220e+00
9.779633030407329786e-01,1.799903819205062483e+00,-7.679311425162613780e-01,-8.251143165805063795e-01,5.539767072936798709e-01,8.198667477657022307e-01,-1.421609907689415642e-01,-8.052297191052854020e-01,-7.525021426060596319e-01,5.851882828666313818e-01
-1.314007523545740019e+00,5.634811527770227091e-01,7.575472321240838136e-01,1.781050308491616496e+00,1.573940178155812664e-01,6.972080140692862305e-01,1.090358685838385355e+00,2.070612003352392816e-01,-8.983503845410305555e-01,-5.063224582948641084e-01
-3.577355414206812023e-01,-4.222045438407606710e-01,1.986804270692717811e+00,-3.159814707529621236e-01,1.148227494917405389e+00,-6.352904934186435204e-01,-3.637093906405535759e-01,2.466357714621207009e+00,1.241354696325017049e+00,-3.220232961080410350e-01
