-3.320646008943652916e-01,-7.549881569933646341e-01,-2.957168145338737730e-01,5.188456527543147678e-02,-1.378473551635733374e+00,-3.838279854732358776e-01,-5.125279143900801637e-01,-2.448756005655322032e-01,-4.136909097150901493e-01,-1.336657417546441629e+00,3.284018162874306146e+00,-2.976497118765734751e+00,-2.817006961511219210e-01,-9.261937124716733694e-01,1.218471541533098002e+00,2.619760616089771066e+00,-3.514873991536572595e-02,-3.380963798439820422e+00,-3.347661425282228431e-01,4.774578316680427870e-02,-1.479964294337112740e+00,-2.241591226637086876e-01,-4.458256098225259478e-01,-5.815567672071565442e-01,-1.314488106862525540e-01,1.207769839254254629e+00,-4.685597294099623222e-01,-6.446693159915058147e-02,-4.146709055801878208e-01,-4.393638190004269806e-01,-2.948901940847437952e+00,-1.231398095182238306e+00
-6.409404177642766820e-01,-1.720671879152712025e-01,-1.994372204563686635e-01,-1.167437821717681734e-01,-2.235190297514882740e+00,1.370155129248871395e+00,1.462763397499125873e+00,-9.595144750348989782e-02,-3.692903707594492602e-01,-1.871746142600471785e+00,2.694187312477226426e-01,-3.717868241567312104e+00,-1.351460594689385675e-01,-1.693935672350541655e+00,1.917261853761591528e+00,-2.446150310182276244e-01,-9.981201239251366597e-02,-3.307766878395634436e+00,-2.648600152522447848e-01,-3.011721754154374486e-01,-1.478902545435342830e+00,-1.785386356199687996e-01,-2.776914526779707959e-01,-9.589878670690717144e-02,-8.569863927570995354e-01,-5.565651254063288533e-01,-3.595648725321142769e-01,4.950227800779776199e-01,1.706908959048078211e-01,1.916058047731326042e+00,-2.742080998965646721e+00,-8.913011394532917020e-01
-3.691570095388784223e-01,-5.420300012631465991e-01,-6.303647070112032846e-01,-2.580703533938731864e-01,1.793614181610984515e+00,-2.422813989117151012e-01,-7.040820952655715281e-01,-5.738265802469461052e-01,1.134849843400023595e+00,1.806467363800537962e-01,3.986157363368782874e-02,-3.447825165184125185e-01,-1.817378275422509848e-01,2.103148423549814072e-01,-1.818310513356045321e+00,-8.392255568365464269e-01,-2.108271660881427256e-01,1.271839531790978306e+00,-4.709569958905765463e-01,-6.795650980891768667e-01,3.219738394526363012e-01,-3.008599828283066713e-01,7.755398315706188983e-01,-5.308207199747086991e-01,-9.469512662622275867e-01,-1.150026375921237909e+00,6.082267457326835380e-01,2.389686866245892993e+00,-1.344621705869560868e+00,-7.805634934997673566e-03,1.417169431490184817e+00,6.949410188768154750e-01
-7.641603068565445689e-01,4.047226312361642542e+00,1.250389907105298355e-02,-6.310790507018698703e-02,1.053266478246574600e+00,8.301004700589012519e-02,1.501315063169813335e+00,2.097685276223720720e-03,-2.715497443253829246e-01,-7.175034283467307539e-01,-1.389509737732088079e-01,7.794383923729935049e-01,9.899413881551044625e-02,1.120387898109455743e-01,2.135247267857620090e-01,-2.472582861822558431e-01,1.371665550591991967e-01,8.902449006254428143e-01,-7.373779522306498357e-01,2.373523461354976050e-01,5.573615676752254888e-01,-2.696406435139824930e-03,3.223869561091276259e-02,1.308736299562252847e-01,6.366631717815884883e-01,-8.350854549200851240e-01,-1.196335328670727893e-01,-6.306697572720152412e-01,-5.630630594321434090e-01,1.875520273264421611e-01,-5.674306271701679005e-01,-6.177354186688051030e-01
-7.171829130733194946e-01,-6.709333826826610059e-01,-4.154723843111178816e-01,4.370492347328586713e-01,4.454229792043969405e-01,-9.696994104894455235e-01,-8.169993408876528029e-01,-2.434808238831760174e-01,3.662516329339365218e+00,-9.114805066493977259e-01,-4.227330250255193489e-01,-1.327613197255739896e+00,-1.083431594840308376e-01,-6.750783767162979454e-02,-7.854236620292636140e-01,-8.871363491270292112e-01,-1.596073257882346663e-01,-7.650858194726607719e-02,-7.243685538429436299e-01,-8.223764471967978107e-01,1.574426867079202985e+00,-4.146750473282535543e-01,-3.558945106534224245e-01,-9.919418941052461358e-01,-1.100348939165152418e+00,6.268950929759693480e-01,-6.041309406646379054e-01,-9.432871454570292136e-02,-1.028875655883734197e-01,6.134430256426440797e-01,-3.818692943612158053e-01,-1.243293660479197760e+00
1.585790340818763688e+00,9.051344470592705971e-01,5.581937305650942482e-01,1.866716009780492902e+00,5.432232303563746534e-01,-4.189815744676589904e-01,6.238652163925446636e-01,-5.857691792439514433e-01,-8.575669172372937243e-01,8.845173879255509020e-01,1.436391529651873444e+00,9.536412087344680044e-01,-2.519612458285012124e-01,5.568944614514134139e-01,-9.448028914061775696e-01,1.252159274615591844e+00,8.094143145769123748e-01,1.318805442759458879e+00,-5.974855034798564057e-01,-2.889302054271688514e-01,8.906806073374848864e-01,1.625000827048989960e+00,7.299299649712159832e-01,-1.231559569637972196e+00,7.749932470433128495e-01,-5.596609777674412811e-01,1.881602696057654622e+00,2.145698473068003709e-01,2.311816253052210168e+00,-7.168813077351130492e-01,5.246945732711031374e-01,6.905588669390618772e-01
1.769425074229227901e+00,8.886236130734844751e-01,3.924963100429715301e-01,1.546970561069868966e+00,4.392894413008741061e-01,-4.531866392101220331e-01,1.500940345947655130e+00,-5.647102145139194507e-01,-8.616987043730996998e-01,1.425526857334105557e+00,3.233083955136963894e+00,5.924972820996975420e-01,-3.572806517646725522e-01,5.182283248041245072e-01,-5.025110599981238435e-01,8.254563947570828786e-01,4.871833831794432634e-01,1.272174549856494696e+00,-6.829134289781686462e-01,-1.904360092564089668e-01,8.924535276734592015e-01,1.348854353683991425e+00,7.143854228298895936e-01,-1.053833512689787977e+00,1.503295207205776585e+00,-6.511267053874277844e-01,1.577118635978769001e+00,4.349179419903889121e-01,2.018757406931687814e+00,-3.702027130385714404e-01,7.960425057591054010e-01,3.403498736815599446e-01
1.138992765153284736e+00,2.863215968852355076e+00,1.622616161862023620e+00,-2.191185474670702960e-01,7.018895875178560173e-02,-3.553792409150607345e-01,2.643311058484875797e+00,1.322310715995733466e+00,-6.936492554093358631e-01,1.231642835917167611e+00,2.563459242401014304e+00,-3.917474217758490362e-01,-1.929000877169611827e-01,-1.237328616772444656e+00,-1.717810570104177925e+00,1.494403094736282744e+00,-4.233772851305374063e-01,-1.664926234365194380e-01,-7.313665528783291903e-01,-5.777813632971929847e-01,9.160123334938646833e-01,1.412434403967068430e+00,-4.788928419387016855e-01,2.519891924187843912e+00,2.850432118862152309e-01,1.339113068131057904e+00,1.703119848279269988e+00,9.313343392085885464e-01,4.430923275064255762e-01,-6.790090791001147652e-01,-4.378890788062125283e-01,-8.151582231867972039e-01
-8.337815403706810846e-01,-5.300345842280936859e-01,1.426054756711922167e+00,-4.744607196211159117e-01,4.986858309343431550e-01,-4.538186007669494093e-01,-6.592707573472025295e-01,-4.829262657832064654e-01,-8.011957274647765193e-01,1.269505356298265220e+00,-2.135082546060070585e-01,1.681983981595871258e+00,-1.599950024413718530e-01,2.249972664562047975e-01,-6.731504924409538182e-01,2.664183315331520863e+00,-6.225533031897074743e-01,5.349808785010369272e-01,-7.611112143391978169e-01,4.369933107339193934e-01,8.115302316602550636e-01,2.240585192483904642e+00,-5.362675378158018313e-01,-2.580815353623934216e-01,7.980552077544886824e-01,-1.169304494647025461e-01,1.480599360658626962e+00,-7.686085904906997390e-01,1.437736578074292559e+00,-6.344087251060495092e-01,4.569227392081435246e-01,4.004006887254376035e-01
9.779633030407329786e-01,1.799903819205062483e+00,-7.679311425162613780e-01,-8.251143165805063795e-01,5.539767072936798709e-01,8.198667477657022307e-01,-1.421609907689415642e-01,-8.052297191052854020e-01,-7.525021426060596319e-01,5.851882828666313818e-01,-6.118448738847859225e-01,9.313794085584006233e-01,-6.738812048669430288e-01,-5.748059500670271021e-02,3.640641705782186044e-01,5.077125078309530082e-01,-3.950833385106347628e-01,-7.675784147691903092e-01,-1.304630562519806691e+00,-6.081812374519528497e-01,1.990622420073959953e+00,1.540375718102206193e+00,-9.619887061814264007e-01,2.382142090249098343e-01,-1.444574063591030022e+00,-3.967897002009324048e-01,1.959098559666641870e-01,-8.176156843459856383e-01,-7.066931015209850786e-01,-1.712124377588573054e-01,-2.386590530939645127e-01,1.415874057719158363e-01
