-3.320646008943652916e-01,-7.549881569933646341e-01,-2.957168145338737730e-01,5.188456527543147678e-02,-1.378473551635733374e+00,-3.838279854732358776e-01,-5.125279143900801637e-01,-2.448756005655322032e-01,-4.136909097150901493e-01,-1.336657417546441629e+00,3.284018162874306146e+00,-2.976497118765734751e+00,-2.817006961511219210e-01,-9.261937124716733694e-01,1.218471541533098002e+00,2.619760616089771066e+00,-3.514873991536572595e-02
-6.409404177642766820e-01,-1.720671879152712025e-01,-1.994372204563686635e-01,-1.167437821717681734e-01,-2.235190297514882740e+00,1.370155129248871395e+00,1.462763397499125873e+00,-9.595144750348989782e-02,-3.692903707594492602e-01,-1.871746142600471785e+00,2.694187312477226426e-01,-3.717868241567312104e+00,-1.351460594689385675e-01,-1.693935672350541655e+00,1.917261853761591528e+00,-2.446150310182276244e-01,-9.981201239251366597e-02
-3.691570095388784223e-01,-5.420300012631465991e-01,-6.303647070112032846e-01,-2.580703533938731864e-01,1.793614181610984515e+00,-2.422813989117151012e-01,-7.040820952655715281e-01,-5.738265802469461052e-01,1.134849843400023595e+00,1.806467363800537962e-01,3.986157363368782874e-02,-3.447825165184125185e-01,-1.817378275422509848e-01,2.103148423549814072e-01,-1.818310513356045321e+00,-8.392255568365464269e-01,-2.108271660881427256e-01
-7.641603068565445689e-01,4.047226312361642542e+00,1.250389907105298355e-02,-6.310790507018698703e-02,1.053266478246574600e+00,8.301004700589012519e-02,1.501315063169813335e+00,2.097685276223720720e-03,-2.715497443253829246e-01,-7.175034283467307539e-01,-1.389509737732088079e-01,7.794383923729935049e-01,9.899413881551044625e-02,1.120387898109455743e-01,2.135247267857620090e-01,-2.472582861822558431e-01,1.371665550591991967e-01
-7.171829130733194946e-01,-6.709333826826610059e-01,-4.154723843111178816e-01,4.370492347328586713e-01,4.454229792043969405e-01,-9.696994104894455235e-01,-8.169993408876528029e-01,-2.434808238831760174e-01,3.662516329339365218e+00,-9.114805066493977259e-01,-4.227330250255193489e-01,-1.327613197255739896e+00,-1.083431594840308376e-01,-6.750783767162979454e-02,-7.854236620292636140e-01,-8.871363491270292112e-01,-1.596073257882346663e-01
1.585790340818763688e+00,9.051344470592705971e-01,5.581937305650942482e-01,1.866716009780492902e+00,5.432232303563746534e-01,-4.189815744676589904e-01,6.238652163925446636e-01,-5.857691792439514433e-01,-8.575669172372937243e-01,8.845173879255509020e-01,1.436391529651873444e+00,9.536412087344680044e-01,-2.519612458285012124e-01,5.568944614514134139e-01,-9.448028914061775696e-01,1.252159274615591844e+00,8.094143145769123748e-01
1.769425074229227901e+00,8.886236130734844751e-01,3.924963100429715301e-01,1.546970561069868966e+00,4.392894413008741061e-01,-4.531866392101220331e-01,1.500940345947655130e+00,-5.647102145139194507e-01,-8.616987043730996998e-01,1.425526857334105557e+00,3.233083955136963894e+00,5.924972820996975420e-01,-3.572806517646725522e-01,5.182283248041245072e-01,-5.025110599981238435e-01,8.254563947570828786e-01,4.871833831794432634e-01
1.138992765153284736e+00,2.863215968852355076e+00,1.622616161862023620e+00,-2.191185474670702960e-01,7.018895875178560173e-02,-3.553792409150607345e-01,2.643311058484875797e+00,1.322310715995733466e+00,-6.936492554093358631e-01,1.231642835917167611e+00,2.563459242401014304e+00,-3.917474217758490362e-01,-1.929000877169611827e-01,-1.237328616772444656e+00,-1.717810570104177925e+00,1.494403094736282744e+00,-4.233772851305374063e-01
-8.337815403706810846e-01,-5.300345842280936859e-01,1.426054756711922167e+00,-4.744607196211159117e-01,4.986858309343431550e-01,-4.538186007669494093e-01,-6.592707573472025295e-01,-4.829262657832064654e-01,-8.011957274647765193e-01,1.269505356298265220e+00,-2.135082546060070585e-01,1.681983981595871258e+00,-1.599950024413718530e-01,2.249972664562047975e-01,-6.731504924409538182e-01,2.664183315331520863e+00,-6.225533031897074743e-01
9.779633030407329786e-01,1.799903819205062483e+00,-7.679311425162613780e-01,-8.251143165805063795e-01,5.539767072936798709e-01,8.198667477657022307e-01,-1.421609907689415642e-01,-8.052297191052854020e-01,-7.525021426060596319e-01,5.851882828666313818e-01,-6.118448738847859225e-01,9.313794085584006233e-01,-6.738812048669430288e-01,-5.748059500670271021e-02,3.640641705782186044e-01,5.077125078309530082e-01,-3.950833385106347628e-01
-1.314007523545740019e+00,5.634811527770227091e-01,7.575472321240838136e-01,1.781050308491616496e+00,1.573940178155812664e-01,6.972080140692862305e-01,1.090358685838385355e+00,2.070612003352392816e-01,-8.983503845410305555e-01,-5.063224582948641084e-01,5.014107886503331724e-01,9.932951989306972040e-02,-9.485074942375489038e-02,4.765948502822377475e-01,3.925961570851950189e-01,-4.663856512512559033e-02,-5.916645513905151033e-01
-3.577355414206812023e-01,-4.222045438407606710e-01,1.986804270692717811e+00,-3.159814707529621236e-01,1.148227494917405389e+00,-6.352904934186435204e-01,-3.637093906405535759e-01,2.466357714621207009e+00,1.241354696325017049e+00,-3.220232961080410350e-01,-4.099527993211345839e-02,-1.757705858963509948e+00,9.899413881551044625e-02,4.182553542706395899e-01,-1.764798239907275912e+00,-4.996473306892934563e-01,1.971234639728783655e+00
-1.085678283940059857e-01,-4.060264798643217765e-01,-1.048541590714669874e-01,-6.508003202768243567e-02,-3.115644189240862061e-01,8.301004700589012519e-02,-2.000358552159760273e-01,-2.693655466423176548e-01,-4.426977992532583617e-01,-1.384418864146990558e+00,-2.334601481269014678e-01,-9.331732556996523709e-01,-1.520724928304482693e-01,-6.721006610140974891e-01,-7.150210839816205644e-01,-2.499063211928736483e-01,-2.221986184835844924e-01
-4.204968058113482399e-01,-5.103006948058630421e-01,-5.958576320835129447e-01,1.167070643123098606e+00,1.613169453610572512e+00,-2.013517045645582260e-01,-5.534468245344579262e-01,4.926762897989011014e-01,-6.337472486743850331e-01,-1.041771266158151299e-01,-5.365228999232668494e-03,-6.188129493045977370e-01,-3.348326053972222605e-01,-1.454934697642837615e-01,-2.279492124673743181e+00,-7.735397100411268712e-01,-1.033308546330221761e-01
-4.632170785035156224e-01,1.578851399253773602e+00,-4.765866560496545556e-01,-1.194893867401574772e+00,3.423004000006526493e-01,2.094899815419543732e+00,-2.051387459267141333e-01,-2.900088058473318520e-01,1.935160229443273261e+00,4.461612955870991604e-01,-6.414233872097933054e-01,-9.387326629097449970e-01,-1.711651233626839685e-01,-4.654590956666920104e-02,-2.798852694752703152e-01,5.484236561959068279e-01,-1.581763754068392369e-01
-3.333602917651254383e-01,-7.900817891740796739e-01,4.710915723191642535e+00,-1.816423889839877681e-01,1.697456135768659724e+00,-2.243781491351479196e-01,2.905582589278052463e+00,-2.246640355595750094e-01,-4.145150170199173867e-01,-9.262416551482037796e-01,-1.733746130241766159e-01,-5.571277006082632210e-01,9.899413881551044625e-02,-3.891872270191388261e-01,-3.173415441902000200e+00,-4.678601559070533766e-01,-2.503766342544780921e-01
8.220519229157130514e-02,-3.493540729579828197e-01,2.903806798701709657e-01,-6.746430983882431009e-01,6.828403600860794009e-01,-1.104562101616602066e+00,-2.771928679571547538e-01,-3.588576117936436577e-02,-7.882125215976008015e-01,-2.021346718520991903e+00,6.818738734605790386e-01,-7.104585685961936070e-01,1.727092884618211199e+00,2.989266293441327216e-01,-1.014455666212281892e+00,9.839656673601649972e-01,-3.678066282619385508e-01
