-3.320646008943652916e-01,-7.549881569933646341e-01,-2.957168145338737730e-01,5.188456527543147678e-02
-6.409404177642766820e-01,-1.720671879152712025e-01,-1.994372204563686635e-01,-1.167437821717681734e-01
-3.691570095388784223e-01,-5.420300012631465991e-01,-6.303647070112032846e-01,-2.580703533938731864e-01
-7.641603068565445689e-01,4.047226312361642542e+00,1.250389907105298355e-02,-6.310790507018698703e-02
-7.171829130733194946e-01,-6.709333826826610059e-01,-4.154723843111178816e-01,4.370492347328586713e-01
1.585790340818763688e+00,9.051344470592705971e-01,5.581937305650942482e-01,1.866716009780492902e+00
1.769425074229227901e+00,8.886236130734844751e-01,3.924963100429715301e-01,1.546970561069868966e+00
1.138992765153284736e+00,2.863215968852355076e+00,1.622616161862023620e+00,-2.191185474670702960e-01
-8.337815403706810846e-01,-5.300345842280936859e-01,1.426054756711922167e+00,-4.744607196211159117e-01
9.779633030407329786e-01,1.799903819205062483e+00,-7.679311425162613780e-01,-8.251143165805063795e-01
-1.314007523545740019e+00,5.634811527770227091e-01,7.575472321240838136e-01,1.781050308491616496e+00
-3.577355414206812023e-01,-4.222045438407606710e-01,1.986804270692717811e+00,-3.159814707529621236e-01
-1.085678283940059857e-01,-4.060264798643217765e-01,-1.048541590714669874e-01,-6.508003202768243567e-02
-4.204968058113482399e-01,-5.103006948058630421e-01,-5.958576320835129447e-01,1.167070643123098606e+00
-4.632170785035156224e-01,1.578851399253773602e+00,-4.765866560496545556e-01,-1.194893867401574772e+00
-3.333602917651254383e-01,-7.900817891740796739e-01,4.710915723191642535e+00,-1.816423889839877681e-01
8.220519229157130514e-02,-3.493540729579828197e-01,2.903806798701709657e-01,-6.746430983882431009e-01
-6.429084502373219046e-01,1.650529849977844465e+00,-4.337114745288655482e-01,-1.133015510964819894e+00
4.550962688196673600e-01,4.649896015828165474e-01,3.858411014096076452e-01,8.585663570874493833e-02
-6.179567588669387934e-01,-8.424805082874188278e-01,-5.172825294974688903e-01,-1.035536585319244418e+00
-4.725589784099940571e-01,-6.342742664328159252e-01,-1.294757034703915288e-01,-6.342604660849354703e-01
-3.520128198756503624e-01,-5.176907004851394323e-01,-2.877832967012599052e-01,2.528531246449613690e+00
1.340171912707621982e-01,1.020079277677897744e+00,4.538964952262378283e+00,-6.792263398255925511e-01
-2.945865079198590752e-01,-7.132987720802114184e-01,-4.228503922427774286e-01,-3.711283534315323179e-02
-4.276934669310007986e-01,-1.720671879152712025e-01,-3.088999463895809594e-01,-1.559323352741212310e-01
-3.747629833948303291e-01,3.528356439671105904e-01,-2.970669490721996597e-01,6.134189849689215546e-01
-4.829828792206147803e-01,-4.378489200663597258e-01,-4.195055134774569594e-01,2.028298255609741307e+00
-7.705918536566975785e-01,-7.147104285035112969e-01,-6.111837047519030897e-01,-4.316014360396018268e-01
4.379760541283037045e-01,1.493129635556623480e+00,4.788924333478565554e-02,1.346456046702091625e+00
-5.501805557962820004e-01,6.326795251295436184e-01,-3.064542481349704084e-01,1.337255354952257835e-01
2.878430135811664847e+00,1.715589526144931209e+00,-3.687049967576197518e-01,-2.537571876179521846e-01
-9.159896341136423148e-01,-5.029787081536546411e-01,-5.625061268515882951e-01,-4.769120872203804762e-01
3.749218834559065794e+00,-7.785175081259796404e-01,1.984202193218853161e+00,-3.367428189389501947e-01
-5.025381171413394465e-01,1.080510520664661467e+00,-4.083480380199921989e-01,-3.532473149975703941e-01
